customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points,unit_cost,total_cost,profit,profit_margin,year,month,month_name,quarter,day_of_week,week_number,customer_type,store_city,store_country
8527,City Fresh Store,9/26/2024,Cookies & Sweets,Yogurt,1,3.8,3.8,0.38,3.42,220,2.47,2.47,0.95,27.78,2024,9,September,3,Thursday,39,Firm ,Timisoara,România
3045,Corner Grocery,7/23/2025,Coffee & Tea,Milk,1,2.75,2.75,1.99,0.76,372,1.7875,1.7875,-1.0275,-135.2,2025,7,July,3,Wednesday,30,Firm ,Iasi,România
4150,FreshMart Downtown,2/4/2025,Cookies & Sweets,Pasta,4,9.26,37.04,7.41,29.63,356,6.019,24.076,5.554,18.74,2025,2,February,1,Tuesday,6,Firm ,Sibiu,România
6977,GreenGrocer Plaza,12/11/2023,Dairy Products,Onions,2,15.66,31.32,4.52,26.8,67,10.179,20.358,6.442,24.04,2023,12,December,4,Monday,50,Firm ,Oradea,România
5374,GreenGrocer Plaza,2/2/2025,Dairy Products,Onions,2,8.89,17.78,0,17.78,309,5.7785,11.557,6.223,35,2025,2,February,1,Sunday,5,Firm ,Oradea,România
2169,MegaMart Westside,11/22/2024,Bread & Pastries,Pasta,5,15.16,75.8,3.54,72.26,463,9.854,49.27,22.99,31.82,2024,11,November,4,Friday,47,Firm ,Constanta,România
1916,FamilyFood Express,1/31/2024,Coffee & Tea,Orange Juice,3,24.79,74.37,14.87,59.5,446,16.1135,48.3405,11.1595,18.76,2024,1,January,1,Wednesday,5,Firm ,Craiova,România
4456,MegaMart Westside,7/16/2025,Cookies & Sweets,Carrots,1,12.16,12.16,1.82,10.34,295,7.904,7.904,2.436,23.56,2025,7,July,3,Wednesday,29,Firm ,Constanta,România
6155,FreshMart Downtown,1/19/2024,Cookies & Sweets,Bananas,5,27.83,139.15,20.87,118.28,275,18.0895,90.4475,27.8325,23.53,2024,1,January,1,Friday,3,Firm ,Sibiu,România
9179,Corner Grocery,6/9/2024,Dairy Products,Cereal,5,10.09,50.45,0,50.45,434,6.5585,32.7925,17.6575,35,2024,6,June,2,Sunday,23,Firm ,Iasi,România
9830,City Fresh Store,2/27/2024,Coffee & Tea,Yogurt,5,14.71,73.55,0,73.55,461,9.5615,47.8075,25.7425,35,2024,2,February,1,Tuesday,9,Firm ,Timisoara,România
4593,GreenGrocer Plaza,11/22/2023,Coffee & Tea,Cheese,5,6.63,33.15,3.31,29.84,356,4.3095,21.5475,8.2925,27.79,2023,11,November,4,Wednesday,47,Firm ,Oradea,România
9348,Corner Grocery,8/24/2024,Bread & Pastries,Eggs,1,26.88,26.88,2.69,24.19,440,17.472,17.472,6.718,27.77,2024,8,August,3,Saturday,34,Firm ,Iasi,România
1771,SuperSave Central,6/5/2025,Coffee & Tea,Carrots,5,18.26,91.3,4.26,87.04,486,11.869,59.345,27.695,31.82,2025,6,June,2,Thursday,23,Firm ,Cluj-Napoca,România
2796,ValuePlus Market,12/3/2023,Cookies & Sweets,Onions,4,27.01,108.04,10.8,97.24,380,17.5565,70.226,27.014,27.78,2023,12,December,4,Sunday,48,Firm ,Bucuresti,România
3621,QuickStop Market,4/13/2025,Bread & Pastries,Pasta,5,15.04,75.2,7.52,67.68,122,9.776,48.88,18.8,27.78,2025,4,April,2,Sunday,15,Firm ,Brasov,România
2040,SuperSave Central,5/31/2024,Bread & Pastries,Tomatoes,2,21.48,42.96,4.3,38.66,32,13.962,27.924,10.736,27.77,2024,5,May,2,Friday,22,Firm ,Cluj-Napoca,România
1188,Corner Grocery,1/16/2025,Coffee & Tea,Bananas,4,10.74,42.96,0,42.96,347,6.981,27.924,15.036,35,2025,1,January,1,Thursday,3,Firm ,Iasi,România
2876,SuperSave Central,1/17/2025,Coffee & Tea,Eggs,5,16.48,82.4,3.26,79.14,464,10.712,53.56,25.58,32.32,2025,1,January,1,Friday,3,Firm ,Cluj-Napoca,România
9797,FreshMart Downtown,3/12/2025,Dairy Products,Cheese,2,26.13,52.26,7.84,44.42,93,16.9845,33.969,10.451,23.53,2025,3,March,1,Wednesday,11,Firm ,Sibiu,România
5315,QuickStop Market,8/29/2024,Dairy Products,Bananas,3,17.69,53.07,5.31,47.76,464,11.4985,34.4955,13.2645,27.77,2024,8,August,3,Thursday,35,Firm ,Brasov,România
3927,FamilyFood Express,9/4/2024,Dairy Products,Ground Beef,1,21.21,21.21,4.13,17.08,154,13.7865,13.7865,3.2935,19.28,2024,9,September,3,Wednesday,36,Firm ,Craiova,România
5889,City Fresh Store,5/21/2025,Dairy Products,Cheese,3,19.42,58.26,0,58.26,424,12.623,37.869,20.391,35,2025,5,May,2,Wednesday,21,Firm ,Timisoara,România
9317,SuperSave Central,11/22/2024,Cookies & Sweets,Apples,5,28.99,144.95,14.49,130.46,138,18.8435,94.2175,36.2425,27.78,2024,11,November,4,Friday,47,Firm ,Cluj-Napoca,România
7126,City Fresh Store,3/21/2025,Bread & Pastries,Salmon,5,18.69,93.45,2.98,90.47,194,12.1485,60.7425,29.7275,32.86,2025,3,March,1,Friday,12,Firm ,Timisoara,România
1009,Corner Grocery,11/14/2024,Coffee & Tea,Onions,2,21.02,42.04,4.2,37.84,330,13.663,27.326,10.514,27.79,2024,11,November,4,Thursday,46,Firm ,Iasi,România
6310,FreshMart Downtown,8/20/2024,Dairy Products,Rice,2,12.72,25.44,0,25.44,124,8.268,16.536,8.904,35,2024,8,August,3,Tuesday,34,Firm ,Sibiu,România
1319,MegaMart Westside,11/1/2023,Coffee & Tea,Onions,5,10.96,54.8,8.22,46.58,381,7.124,35.62,10.96,23.53,2023,11,November,4,Wednesday,44,Firm ,Constanta,România
2133,City Fresh Store,3/19/2025,Coffee & Tea,Cereal,2,28.99,57.98,4.29,53.69,129,18.8435,37.687,16.003,29.81,2025,3,March,1,Wednesday,12,Firm ,Timisoara,România
9727,Corner Grocery,3/23/2025,Coffee & Tea,Bread,5,19.24,96.2,19.24,76.96,27,12.506,62.53,14.43,18.75,2025,3,March,1,Sunday,12,Firm ,Iasi,România
3060,QuickStop Market,11/14/2023,Dairy Products,Ground Beef,1,17.17,17.17,2.52,14.65,213,11.1605,11.1605,3.4895,23.82,2023,11,November,4,Tuesday,46,Firm ,Brasov,România
9645,FreshMart Downtown,6/14/2025,Cookies & Sweets,Salmon,5,14.62,73.1,10.96,62.14,16,9.503,47.515,14.625,23.54,2025,6,June,2,Saturday,24,Firm ,Sibiu,România
7932,QuickStop Market,1/18/2024,Coffee & Tea,Bread,2,27.78,55.56,5.56,50,403,18.057,36.114,13.886,27.77,2024,1,January,1,Thursday,3,Firm ,Brasov,România
2163,City Fresh Store,2/6/2025,Coffee & Tea,Chicken Breast,1,29.21,29.21,0,29.21,311,18.9865,18.9865,10.2235,35,2025,2,February,1,Thursday,6,Firm ,Timisoara,România
1514,City Fresh Store,6/4/2025,Coffee & Tea,Ground Beef,4,16.98,67.92,3.03,64.89,196,11.037,44.148,20.742,31.96,2025,6,June,2,Wednesday,23,Firm ,Timisoara,România
6413,SuperSave Central,10/1/2023,Dairy Products,Pasta,4,10.85,43.4,2.13,41.27,403,7.0525,28.21,13.06,31.65,2023,10,October,4,Sunday,39,Firm ,Cluj-Napoca,România
9834,City Fresh Store,11/17/2023,Cookies & Sweets,Tomatoes,2,15.35,30.7,4.86,25.84,18,9.9775,19.955,5.885,22.77,2023,11,November,4,Friday,46,Firm ,Timisoara,România
8744,MegaMart Westside,2/11/2024,Dairy Products,Salmon,1,16.24,16.24,0,16.24,233,10.556,10.556,5.684,35,2024,2,February,1,Sunday,6,Firm ,Constanta,România
8749,SuperSave Central,4/25/2025,Cookies & Sweets,Eggs,1,14.61,14.61,2.19,12.42,496,9.4965,9.4965,2.9235,23.54,2025,4,April,2,Friday,17,Firm ,Cluj-Napoca,România
8062,GreenGrocer Plaza,5/8/2024,Cookies & Sweets,Chicken Breast,1,13.86,13.86,1.18,12.68,355,9.009,9.009,3.671,28.95,2024,5,May,2,Wednesday,19,Firm ,Oradea,România
1887,SuperSave Central,1/11/2025,Bread & Pastries,Salmon,3,14.32,42.96,4.3,38.66,341,9.308,27.924,10.736,27.77,2025,1,January,1,Saturday,2,Firm ,Cluj-Napoca,România
4139,MegaMart Westside,1/1/2024,Bread & Pastries,Yogurt,5,8.26,41.3,0,41.3,386,5.369,26.845,14.455,35,2024,1,January,1,Monday,1,Firm ,Constanta,România
3296,SuperSave Central,6/29/2024,Dairy Products,Rice,3,22.67,68.01,13.6,54.41,89,14.7355,44.2065,10.2035,18.75,2024,6,June,2,Saturday,26,Firm ,Cluj-Napoca,România
4872,City Fresh Store,12/14/2023,Dairy Products,Chicken Breast,2,26.72,53.44,5.34,48.1,69,17.368,34.736,13.364,27.78,2023,12,December,4,Thursday,50,Firm ,Timisoara,România
8886,GreenGrocer Plaza,1/20/2024,Coffee & Tea,Cheese,3,1.94,5.82,0.58,5.24,189,1.261,3.783,1.457,27.81,2024,1,January,1,Saturday,3,Firm ,Oradea,România
7570,City Fresh Store,7/7/2025,Bread & Pastries,Orange Juice,1,29.44,29.44,2.59,26.85,188,19.136,19.136,7.714,28.73,2025,7,July,3,Monday,28,Firm ,Timisoara,România
1960,FamilyFood Express,12/12/2023,Dairy Products,Salmon,1,20.21,20.21,4.15,16.06,328,13.1365,13.1365,2.9235,18.2,2023,12,December,4,Tuesday,50,Firm ,Craiova,România
9883,City Fresh Store,9/23/2023,Dairy Products,Bread,3,18.63,55.89,8.38,47.51,33,12.1095,36.3285,11.1815,23.54,2023,9,September,3,Saturday,38,Firm ,Timisoara,România
8811,MegaMart Westside,8/31/2024,Coffee & Tea,Tomatoes,4,22.15,88.6,13.29,75.31,160,14.3975,57.59,17.72,23.53,2024,8,August,3,Saturday,35,Firm ,Constanta,România
2312,GreenGrocer Plaza,5/29/2025,Cookies & Sweets,Orange Juice,4,26.16,104.64,15.7,88.94,369,17.004,68.016,20.924,23.53,2025,5,May,2,Thursday,22,Firm ,Oradea,România
5033,FreshMart Downtown,10/29/2024,Dairy Products,Carrots,2,11.9,23.8,4.76,19.04,232,7.735,15.47,3.57,18.75,2024,10,October,4,Tuesday,44,Firm ,Sibiu,România
9565,City Fresh Store,4/8/2024,Cookies & Sweets,Pasta,2,22.88,45.76,4.58,41.18,58,14.872,29.744,11.436,27.77,2024,4,April,2,Monday,15,Firm ,Timisoara,România
5915,FreshMart Downtown,7/27/2024,Cookies & Sweets,Bananas,4,27.7,110.8,2.72,108.08,441,18.005,72.02,36.06,33.36,2024,7,July,3,Saturday,30,Firm ,Sibiu,România
8508,GreenGrocer Plaza,12/1/2024,Cookies & Sweets,Rice,3,7.42,22.26,3.04,19.22,398,4.823,14.469,4.751,24.72,2024,12,December,4,Sunday,48,Firm ,Oradea,România
9808,SuperSave Central,1/19/2024,Bread & Pastries,Chicken Breast,2,8.41,16.82,0,16.82,88,5.4665,10.933,5.887,35,2024,1,January,1,Friday,3,Firm ,Cluj-Napoca,România
5002,Corner Grocery,5/20/2024,Coffee & Tea,Onions,1,14.03,14.03,2.1,11.93,414,9.1195,9.1195,2.8105,23.56,2024,5,May,2,Monday,21,Firm ,Iasi,România
2697,ValuePlus Market,8/5/2025,Cookies & Sweets,Cereal,2,20.42,40.84,0,40.84,424,13.273,26.546,14.294,35,2025,8,August,3,Tuesday,32,Firm ,Bucuresti,România
2891,City Fresh Store,6/28/2025,Bread & Pastries,Ground Beef,2,5.48,10.96,4.08,6.88,151,3.562,7.124,-0.244,-3.55,2025,6,June,2,Saturday,26,Firm ,Timisoara,România
5616,QuickStop Market,11/18/2024,Coffee & Tea,Ground Beef,5,7.93,39.65,7.93,31.72,494,5.1545,25.7725,5.9475,18.75,2024,11,November,4,Monday,47,Firm ,Brasov,România
6617,SuperSave Central,1/12/2024,Bread & Pastries,Eggs,3,2.5,7.5,4.74,2.76,246,1.625,4.875,-2.115,-76.63,2024,1,January,1,Friday,2,Firm ,Cluj-Napoca,România
5325,ValuePlus Market,9/2/2024,Dairy Products,Rice,1,23.12,23.12,1.59,21.53,139,15.028,15.028,6.502,30.2,2024,9,September,3,Monday,36,Firm ,Bucuresti,România
9004,Corner Grocery,2/18/2024,Dairy Products,Ground Beef,4,26.64,106.56,10.66,95.9,476,17.316,69.264,26.636,27.77,2024,2,February,1,Sunday,7,Firm ,Iasi,România
1832,FreshMart Downtown,10/17/2023,Cookies & Sweets,Carrots,3,7.83,23.49,4.7,18.79,41,5.0895,15.2685,3.5215,18.74,2023,10,October,4,Tuesday,42,Firm ,Sibiu,România
3088,City Fresh Store,9/8/2023,Cookies & Sweets,Cereal,2,15.38,30.76,2.07,28.69,254,9.997,19.994,8.696,30.31,2023,9,September,3,Friday,36,Firm ,Timisoara,România
6050,GreenGrocer Plaza,5/16/2024,Cookies & Sweets,Bread,4,18.46,73.84,2.18,71.66,421,11.999,47.996,23.664,33.02,2024,5,May,2,Thursday,20,Firm ,Oradea,România
1653,GreenGrocer Plaza,7/5/2025,Dairy Products,Cereal,3,9.88,29.64,5.93,23.71,308,6.422,19.266,4.444,18.74,2025,7,July,3,Saturday,27,Firm ,Oradea,România
7658,GreenGrocer Plaza,12/1/2024,Bread & Pastries,Orange Juice,3,12.09,36.27,1.61,34.66,290,7.8585,23.5755,11.0845,31.98,2024,12,December,4,Sunday,48,Firm ,Oradea,România
3662,ValuePlus Market,4/19/2025,Cookies & Sweets,Onions,1,8.58,8.58,1.72,6.86,133,5.577,5.577,1.283,18.7,2025,4,April,2,Saturday,16,Firm ,Bucuresti,România
3900,QuickStop Market,6/21/2025,Coffee & Tea,Yogurt,1,4.93,4.93,0.99,3.94,37,3.2045,3.2045,0.7355,18.67,2025,6,June,2,Saturday,25,Firm ,Brasov,România
7755,City Fresh Store,8/26/2023,Dairy Products,Cereal,3,21.57,64.71,9.71,55,281,14.0205,42.0615,12.9385,23.52,2023,8,August,3,Saturday,34,Firm ,Timisoara,România
6442,FamilyFood Express,4/5/2025,Coffee & Tea,Bananas,3,17.06,51.18,1.52,49.66,188,11.089,33.267,16.393,33.01,2025,4,April,2,Saturday,14,Firm ,Craiova,România
7745,GreenGrocer Plaza,4/21/2025,Dairy Products,Rice,4,29.98,119.92,2.64,117.28,368,19.487,77.948,39.332,33.54,2025,4,April,2,Monday,17,Firm ,Oradea,România
1634,MegaMart Westside,6/3/2025,Bread & Pastries,Orange Juice,5,26.94,134.7,20.2,114.5,433,17.511,87.555,26.945,23.53,2025,6,June,2,Tuesday,23,Firm ,Constanta,România
4728,City Fresh Store,1/27/2024,Dairy Products,Milk,2,13.74,27.48,5.5,21.98,247,8.931,17.862,4.118,18.74,2024,1,January,1,Saturday,4,Firm ,Timisoara,România
5573,QuickStop Market,5/5/2024,Coffee & Tea,Bananas,1,28.4,28.4,5.68,22.72,258,18.46,18.46,4.26,18.75,2024,5,May,2,Sunday,18,Firm ,Brasov,România
5349,GreenGrocer Plaza,9/5/2023,Cookies & Sweets,Orange Juice,3,17.17,51.51,10.3,41.21,187,11.1605,33.4815,7.7285,18.75,2023,9,September,3,Tuesday,36,Firm ,Oradea,România
2776,ValuePlus Market,11/12/2024,Cookies & Sweets,Carrots,1,2.3,2.3,0.23,2.07,70,1.495,1.495,0.575,27.78,2024,11,November,4,Tuesday,46,Firm ,Bucuresti,România
8119,ValuePlus Market,5/1/2024,Coffee & Tea,Eggs,5,26.89,134.45,2.27,132.18,71,17.4785,87.3925,44.7875,33.88,2024,5,May,2,Wednesday,18,Firm ,Bucuresti,România
9379,QuickStop Market,11/4/2023,Coffee & Tea,Bananas,3,10.6,31.8,2.23,29.57,56,6.89,20.67,8.9,30.1,2023,11,November,4,Saturday,44,Firm ,Brasov,România
8144,Corner Grocery,8/8/2023,Bread & Pastries,Cheese,5,23.46,117.3,0,117.3,471,15.249,76.245,41.055,35,2023,8,August,3,Tuesday,32,Firm ,Iasi,România
9821,SuperSave Central,1/21/2025,Coffee & Tea,Onions,3,16.83,50.49,2.94,47.55,346,10.9395,32.8185,14.7315,30.98,2025,1,January,1,Tuesday,4,Firm ,Cluj-Napoca,România
8066,FamilyFood Express,9/30/2023,Coffee & Tea,Cereal,4,11.11,44.44,6.67,37.77,478,7.2215,28.886,8.884,23.52,2023,9,September,3,Saturday,39,Firm ,Craiova,România
3041,City Fresh Store,2/16/2025,Bread & Pastries,Yogurt,5,8.85,44.25,8.85,35.4,287,5.7525,28.7625,6.6375,18.75,2025,2,February,1,Sunday,7,Firm ,Timisoara,România
3085,Corner Grocery,1/3/2024,Coffee & Tea,Apples,3,26.42,79.26,3.41,75.85,4,17.173,51.519,24.331,32.08,2024,1,January,1,Wednesday,1,Firm ,Iasi,România
7211,FamilyFood Express,1/14/2025,Dairy Products,Cereal,2,22.19,44.38,0,44.38,331,14.4235,28.847,15.533,35,2025,1,January,1,Tuesday,3,Firm ,Craiova,România
5930,Corner Grocery,6/17/2024,Cookies & Sweets,Carrots,3,3.51,10.53,2.11,8.42,342,2.2815,6.8445,1.5755,18.71,2024,6,June,2,Monday,25,Firm ,Iasi,România
9977,SuperSave Central,5/15/2025,Coffee & Tea,Cereal,2,1.19,2.38,0.24,2.14,196,0.7735,1.547,0.593,27.71,2025,5,May,2,Thursday,20,Firm ,Cluj-Napoca,România
5700,MegaMart Westside,1/17/2024,Bread & Pastries,Milk,1,14.49,14.49,0,14.49,81,9.4185,9.4185,5.0715,35,2024,1,January,1,Wednesday,3,Firm ,Constanta,România
8238,FamilyFood Express,7/15/2024,Bread & Pastries,Bread,5,13.95,69.75,4.67,65.08,360,9.0675,45.3375,19.7425,30.34,2024,7,July,3,Monday,29,Firm ,Craiova,România
4848,Corner Grocery,1/10/2025,Coffee & Tea,Tomatoes,4,3.32,13.28,0,13.28,493,2.158,8.632,4.648,35,2025,1,January,1,Friday,2,Firm ,Iasi,România
6085,MegaMart Westside,1/28/2024,Dairy Products,Apples,5,12.39,61.95,4.02,57.93,65,8.0535,40.2675,17.6625,30.49,2024,1,January,1,Sunday,4,Firm ,Constanta,România
4262,QuickStop Market,11/29/2023,Coffee & Tea,Onions,4,16.42,65.68,13.14,52.54,421,10.673,42.692,9.848,18.74,2023,11,November,4,Wednesday,48,Firm ,Brasov,România
2193,FreshMart Downtown,7/25/2024,Bread & Pastries,Milk,4,13.72,54.88,1.56,53.32,276,8.918,35.672,17.648,33.1,2024,7,July,3,Thursday,30,Firm ,Sibiu,România
7790,QuickStop Market,6/25/2025,Bread & Pastries,Cereal,5,18.33,91.65,18.33,73.32,344,11.9145,59.5725,13.7475,18.75,2025,6,June,2,Wednesday,26,Firm ,Brasov,România
3417,ValuePlus Market,12/28/2024,Coffee & Tea,Ground Beef,2,9.71,19.42,1.94,17.48,362,6.3115,12.623,4.857,27.79,2024,12,December,4,Saturday,52,Firm ,Bucuresti,România
2746,QuickStop Market,4/2/2025,Bread & Pastries,Cereal,1,27.73,27.73,3.14,24.59,433,18.0245,18.0245,6.5655,26.7,2025,4,April,2,Wednesday,14,Firm ,Brasov,România
3881,ValuePlus Market,4/22/2025,Bread & Pastries,Potatoes,2,26.2,52.4,1.85,50.55,170,17.03,34.06,16.49,32.62,2025,4,April,2,Tuesday,17,Firm ,Bucuresti,România
9486,FamilyFood Express,8/1/2024,Dairy Products,Potatoes,2,21.16,42.32,4.23,38.09,360,13.754,27.508,10.582,27.78,2024,8,August,3,Thursday,31,Firm ,Craiova,România
8612,SuperSave Central,1/6/2025,Bread & Pastries,Cereal,2,12.01,24.02,2.4,21.62,426,7.8065,15.613,6.007,27.78,2025,1,January,1,Monday,2,Firm ,Cluj-Napoca,România
9270,FamilyFood Express,7/3/2024,Dairy Products,Eggs,1,7.33,7.33,3.47,3.86,233,4.7645,4.7645,-0.9045,-23.43,2024,7,July,3,Wednesday,27,Firm ,Craiova,România
8777,GreenGrocer Plaza,7/21/2024,Dairy Products,Carrots,2,7.98,15.96,2.39,13.57,317,5.187,10.374,3.196,23.55,2024,7,July,3,Sunday,29,Firm ,Oradea,România
5246,QuickStop Market,3/12/2025,Cookies & Sweets,Bread,3,28.81,86.43,0,86.43,235,18.7265,56.1795,30.2505,35,2025,3,March,1,Wednesday,11,Firm ,Brasov,România
4919,FreshMart Downtown,3/7/2024,Dairy Products,Pasta,5,17.33,86.65,13,73.65,16,11.2645,56.3225,17.3275,23.53,2024,3,March,1,Thursday,10,Firm ,Sibiu,România
8206,FreshMart Downtown,10/6/2023,Bread & Pastries,Eggs,4,27.93,111.72,1.96,109.76,153,18.1545,72.618,37.142,33.84,2023,10,October,4,Friday,40,Firm ,Sibiu,România
3267,QuickStop Market,12/2/2023,Bread & Pastries,Bread,1,8.76,8.76,0,8.76,194,5.694,5.694,3.066,35,2023,12,December,4,Saturday,48,Firm ,Brasov,România
4505,Corner Grocery,9/25/2023,Dairy Products,Bananas,1,11.25,11.25,1.12,10.13,47,7.3125,7.3125,2.8175,27.81,2023,9,September,3,Monday,39,Firm ,Iasi,România
8633,QuickStop Market,6/24/2024,Cookies & Sweets,Rice,4,23.69,94.76,18.95,75.81,184,15.3985,61.594,14.216,18.75,2024,6,June,2,Monday,26,Firm ,Brasov,România
7865,GreenGrocer Plaza,9/28/2024,Coffee & Tea,Potatoes,5,12.61,63.05,1.15,61.9,259,8.1965,40.9825,20.9175,33.79,2024,9,September,3,Saturday,39,Firm ,Oradea,România
8140,MegaMart Westside,8/18/2024,Cookies & Sweets,Salmon,5,21.01,105.05,2.93,102.12,77,13.6565,68.2825,33.8375,33.14,2024,8,August,3,Sunday,33,Firm ,Constanta,România
1475,QuickStop Market,6/4/2024,Cookies & Sweets,Bread,1,25.1,25.1,3.77,21.33,373,16.315,16.315,5.015,23.51,2024,6,June,2,Tuesday,23,Firm ,Brasov,România
8657,ValuePlus Market,7/21/2025,Cookies & Sweets,Salmon,2,24.12,48.24,9.65,38.59,322,15.678,31.356,7.234,18.75,2025,7,July,3,Monday,30,Firm ,Bucuresti,România
3091,Corner Grocery,12/2/2024,Cookies & Sweets,Bananas,5,26.6,133,13.3,119.7,230,17.29,86.45,33.25,27.78,2024,12,December,4,Monday,49,Firm ,Iasi,România
9751,FreshMart Downtown,8/27/2023,Bread & Pastries,Yogurt,3,22.81,68.43,1.41,67.02,414,14.8265,44.4795,22.5405,33.63,2023,8,August,3,Sunday,34,Firm ,Sibiu,România
8022,MegaMart Westside,11/20/2023,Coffee & Tea,Apples,3,27.63,82.89,0,82.89,302,17.9595,53.8785,29.0115,35,2023,11,November,4,Monday,47,Firm ,Constanta,România
7211,SuperSave Central,4/17/2024,Coffee & Tea,Onions,2,17.08,34.16,6.83,27.33,250,11.102,22.204,5.126,18.76,2024,4,April,2,Wednesday,16,Firm ,Cluj-Napoca,România
6355,SuperSave Central,4/25/2024,Bread & Pastries,Tomatoes,5,15.65,78.25,0,78.25,253,10.1725,50.8625,27.3875,35,2024,4,April,2,Thursday,17,Firm ,Cluj-Napoca,România
7211,City Fresh Store,3/10/2024,Cookies & Sweets,Salmon,4,5.84,23.36,4.67,18.69,289,3.796,15.184,3.506,18.76,2024,3,March,1,Sunday,10,Firm ,Timisoara,România
1317,FreshMart Downtown,3/10/2025,Coffee & Tea,Onions,2,29.69,59.38,8.91,50.47,52,19.2985,38.597,11.873,23.52,2025,3,March,1,Monday,11,Firm ,Sibiu,România
9837,FreshMart Downtown,9/16/2023,Coffee & Tea,Pasta,3,25.99,77.97,4.1,73.87,44,16.8935,50.6805,23.1895,31.39,2023,9,September,3,Saturday,37,Firm ,Sibiu,România
6733,FamilyFood Express,1/28/2024,Bread & Pastries,Orange Juice,5,19.34,96.7,19.34,77.36,84,12.571,62.855,14.505,18.75,2024,1,January,1,Sunday,4,Firm ,Craiova,România
4266,MegaMart Westside,5/19/2025,Bread & Pastries,Tomatoes,4,5.11,20.44,0,20.44,323,3.3215,13.286,7.154,35,2025,5,May,2,Monday,21,Firm ,Constanta,România
1333,Corner Grocery,12/1/2024,Cookies & Sweets,Salmon,1,19.37,19.37,1.94,17.43,450,12.5905,12.5905,4.8395,27.77,2024,12,December,4,Sunday,48,Firm ,Iasi,România
3068,GreenGrocer Plaza,8/8/2024,Coffee & Tea,Orange Juice,1,24.06,24.06,2.41,21.65,203,15.639,15.639,6.011,27.76,2024,8,August,3,Thursday,32,Firm ,Oradea,România
2874,FamilyFood Express,10/18/2024,Coffee & Tea,Pasta,3,25.01,75.03,4.41,70.62,172,16.2565,48.7695,21.8505,30.94,2024,10,October,4,Friday,42,Firm ,Craiova,România
5198,SuperSave Central,3/24/2025,Coffee & Tea,Salmon,1,29.75,29.75,0,29.75,219,19.3375,19.3375,10.4125,35,2025,3,March,1,Monday,13,Firm ,Cluj-Napoca,România
2876,QuickStop Market,4/2/2025,Dairy Products,Orange Juice,2,2.49,4.98,0,4.98,320,1.6185,3.237,1.743,35,2025,4,April,2,Wednesday,14,Firm ,Brasov,România
3683,FamilyFood Express,4/4/2024,Cookies & Sweets,Bread,1,1.02,1.02,0.2,0.82,244,0.663,0.663,0.157,19.15,2024,4,April,2,Thursday,14,Firm ,Craiova,România
1420,SuperSave Central,7/28/2025,Coffee & Tea,Bread,2,12.1,24.2,2.25,21.95,374,7.865,15.73,6.22,28.34,2025,7,July,3,Monday,31,Firm ,Cluj-Napoca,România
4249,City Fresh Store,10/5/2023,Bread & Pastries,Bread,1,5.05,5.05,0.76,4.29,63,3.2825,3.2825,1.0075,23.48,2023,10,October,4,Thursday,40,Firm ,Timisoara,România
